,date,location,climat
35996,2013-10-21,Ballarat,tempere_froid
35998,2013-10-25,Ballarat,tempere_froid
35999,2013-10-27,Ballarat,tempere_froid
36018,2013-11-21,Ballarat,tempere_froid
36019,2013-11-22,Ballarat,tempere_froid
36023,2013-11-28,Ballarat,tempere_froid
36028,2013-12-03,Ballarat,tempere_froid
36029,2013-12-05,Ballarat,tempere_froid
36033,2013-12-11,Ballarat,tempere_froid
36067,2014-01-23,Ballarat,tempere_froid
36085,2014-02-19,Ballarat,tempere_froid
36116,2014-03-26,Ballarat,tempere_froid
36117,2014-03-29,Ballarat,tempere_froid
36142,2014-05-01,Ballarat,tempere_froid
36143,2014-05-02,Ballarat,tempere_froid
36144,2014-05-03,Ballarat,tempere_froid
36156,2014-05-19,Ballarat,tempere_froid
36159,2014-05-22,Ballarat,tempere_froid
36164,2014-05-31,Ballarat,tempere_froid
36167,2014-06-04,Ballarat,tempere_froid
36169,2014-06-07,Ballarat,tempere_froid
36175,2014-06-14,Ballarat,tempere_froid
36177,2014-06-17,Ballarat,tempere_froid
36179,2014-06-19,Ballarat,tempere_froid
36185,2014-07-07,Ballarat,tempere_froid
36187,2014-07-17,Ballarat,tempere_froid
36192,2014-07-23,Ballarat,tempere_froid
36194,2014-07-26,Ballarat,tempere_froid
36195,2014-07-27,Ballarat,tempere_froid
36196,2014-07-28,Ballarat,tempere_froid
36202,2014-08-07,Ballarat,tempere_froid
36224,2014-09-10,Ballarat,tempere_froid
36229,2014-09-16,Ballarat,tempere_froid
36230,2014-09-17,Ballarat,tempere_froid
36237,2014-09-24,Ballarat,tempere_froid
36249,2014-10-12,Ballarat,tempere_froid
36250,2014-10-13,Ballarat,tempere_froid
36252,2014-10-16,Ballarat,tempere_froid
36260,2014-10-26,Ballarat,tempere_froid
36264,2014-10-31,Ballarat,tempere_froid
36275,2014-11-15,Ballarat,tempere_froid
36289,2014-12-03,Ballarat,tempere_froid
36299,2014-12-18,Ballarat,tempere_froid
36314,2015-01-07,Ballarat,tempere_froid
36316,2015-01-12,Ballarat,tempere_froid
36350,2015-02-22,Ballarat,tempere_froid
36351,2015-02-23,Ballarat,tempere_froid
36357,2015-03-04,Ballarat,tempere_froid
36374,2015-03-25,Ballarat,tempere_froid
36385,2015-04-13,Ballarat,tempere_froid
36399,2015-05-04,Ballarat,tempere_froid
36401,2015-05-07,Ballarat,tempere_froid
36406,2015-05-18,Ballarat,tempere_froid
36414,2015-06-08,Ballarat,tempere_froid
36417,2015-06-15,Ballarat,tempere_froid
36426,2015-07-01,Ballarat,tempere_froid
36431,2015-07-06,Ballarat,tempere_froid
36437,2015-07-17,Ballarat,tempere_froid
36440,2015-07-23,Ballarat,tempere_froid
36441,2015-07-27,Ballarat,tempere_froid
36445,2015-08-04,Ballarat,tempere_froid
36447,2015-08-09,Ballarat,tempere_froid
36453,2015-08-16,Ballarat,tempere_froid
36459,2015-08-25,Ballarat,tempere_froid
36461,2015-08-28,Ballarat,tempere_froid
36473,2015-09-14,Ballarat,tempere_froid
36478,2015-09-22,Ballarat,tempere_froid
36503,2015-10-21,Ballarat,tempere_froid
36510,2015-10-30,Ballarat,tempere_froid
36511,2015-10-31,Ballarat,tempere_froid
36514,2015-11-04,Ballarat,tempere_froid
36519,2015-11-10,Ballarat,tempere_froid
36529,2015-11-20,Ballarat,tempere_froid
36544,2015-12-11,Ballarat,tempere_froid
36563,2016-01-11,Ballarat,tempere_froid
36570,2016-01-27,Ballarat,tempere_froid
36572,2016-01-30,Ballarat,tempere_froid
36573,2016-02-02,Ballarat,tempere_froid
36607,2016-03-17,Ballarat,tempere_froid
36623,2016-04-05,Ballarat,tempere_froid
36638,2016-04-21,Ballarat,tempere_froid
36643,2016-04-28,Ballarat,tempere_froid
36644,2016-05-04,Ballarat,tempere_froid
36652,2016-05-16,Ballarat,tempere_froid
36665,2016-06-03,Ballarat,tempere_froid
36672,2016-06-22,Ballarat,tempere_froid
36673,2016-06-26,Ballarat,tempere_froid
36674,2016-06-27,Ballarat,tempere_froid
36675,2016-06-28,Ballarat,tempere_froid
36678,2016-07-03,Ballarat,tempere_froid
36683,2016-07-15,Ballarat,tempere_froid
36686,2016-07-18,Ballarat,tempere_froid
36688,2016-07-24,Ballarat,tempere_froid
36691,2016-08-03,Ballarat,tempere_froid
36699,2016-08-24,Ballarat,tempere_froid
36700,2016-08-25,Ballarat,tempere_froid
36707,2016-09-03,Ballarat,tempere_froid
36712,2016-09-11,Ballarat,tempere_froid
36714,2016-09-17,Ballarat,tempere_froid
36715,2016-09-18,Ballarat,tempere_froid
36717,2016-09-21,Ballarat,tempere_froid
36724,2016-10-12,Ballarat,tempere_froid
36733,2016-10-31,Ballarat,tempere_froid
36734,2016-11-01,Ballarat,tempere_froid
36743,2016-11-11,Ballarat,tempere_froid
36751,2016-11-23,Ballarat,tempere_froid
36765,2016-12-07,Ballarat,tempere_froid
36784,2017-01-01,Ballarat,tempere_froid
36801,2017-01-23,Ballarat,tempere_froid
36813,2017-02-05,Ballarat,tempere_froid
36818,2017-02-13,Ballarat,tempere_froid
36824,2017-02-19,Ballarat,tempere_froid
36841,2017-03-11,Ballarat,tempere_froid
36848,2017-03-20,Ballarat,tempere_froid
36852,2017-03-29,Ballarat,tempere_froid
36869,2017-04-20,Ballarat,tempere_froid
36872,2017-04-28,Ballarat,tempere_froid
36883,2017-05-12,Ballarat,tempere_froid
36889,2017-05-18,Ballarat,tempere_froid
36894,2017-05-29,Ballarat,tempere_froid
36898,2017-06-05,Ballarat,tempere_froid
36904,2017-06-12,Ballarat,tempere_froid
36913,2017-06-22,Ballarat,tempere_froid
36916,2017-06-25,Ballarat,tempere_froid
36925,2008-12-09,Bendigo,tempere_froid
36929,2008-12-16,Bendigo,tempere_froid
36930,2008-12-17,Bendigo,tempere_froid
36995,2009-03-02,Bendigo,tempere_froid
37002,2009-03-10,Bendigo,tempere_froid
37043,2009-05-01,Bendigo,tempere_froid
37055,2009-05-15,Bendigo,tempere_froid
37065,2009-05-25,Bendigo,tempere_froid
37069,2009-05-31,Bendigo,tempere_froid
37071,2009-06-06,Bendigo,tempere_froid
37072,2009-06-08,Bendigo,tempere_froid
37074,2009-06-13,Bendigo,tempere_froid
37081,2009-06-21,Bendigo,tempere_froid
37087,2009-06-29,Bendigo,tempere_froid
37093,2009-07-10,Bendigo,tempere_froid
37097,2009-07-18,Bendigo,tempere_froid
37101,2009-07-22,Bendigo,tempere_froid
37105,2009-07-28,Bendigo,tempere_froid
37107,2009-07-30,Bendigo,tempere_froid
37113,2009-08-06,Bendigo,tempere_froid
37117,2009-08-11,Bendigo,tempere_froid
37119,2009-08-15,Bendigo,tempere_froid
37120,2009-08-16,Bendigo,tempere_froid
37122,2009-08-19,Bendigo,tempere_froid
37125,2009-08-22,Bendigo,tempere_froid
37133,2009-09-03,Bendigo,tempere_froid
37141,2009-09-11,Bendigo,tempere_froid
37148,2009-09-21,Bendigo,tempere_froid
37154,2009-10-01,Bendigo,tempere_froid
37156,2009-10-04,Bendigo,tempere_froid
37163,2009-10-12,Bendigo,tempere_froid
37164,2009-10-15,Bendigo,tempere_froid
37175,2009-10-31,Bendigo,tempere_froid
37195,2009-11-25,Bendigo,tempere_froid
37203,2009-12-10,Bendigo,tempere_froid
37210,2009-12-17,Bendigo,tempere_froid
37222,2009-12-31,Bendigo,tempere_froid
37268,2010-03-04,Bendigo,tempere_froid
37284,2010-03-28,Bendigo,tempere_froid
37292,2010-04-06,Bendigo,tempere_froid
37294,2010-04-09,Bendigo,tempere_froid
37304,2010-04-20,Bendigo,tempere_froid
37305,2010-04-23,Bendigo,tempere_froid
37308,2010-04-28,Bendigo,tempere_froid
37312,2010-05-04,Bendigo,tempere_froid
37339,2010-06-16,Bendigo,tempere_froid
37340,2010-06-20,Bendigo,tempere_froid
37343,2010-06-29,Bendigo,tempere_froid
37351,2010-07-18,Bendigo,tempere_froid
37354,2010-07-31,Bendigo,tempere_froid
37356,2010-08-04,Bendigo,tempere_froid
37359,2010-08-09,Bendigo,tempere_froid
37366,2010-08-23,Bendigo,tempere_froid
37370,2010-08-31,Bendigo,tempere_froid
37371,2010-09-01,Bendigo,tempere_froid
37373,2010-09-03,Bendigo,tempere_froid
37376,2010-09-08,Bendigo,tempere_froid
37377,2010-09-10,Bendigo,tempere_froid
37379,2010-09-12,Bendigo,tempere_froid
37406,2010-10-12,Bendigo,tempere_froid
37412,2010-10-22,Bendigo,tempere_froid
37418,2010-10-29,Bendigo,tempere_froid
37431,2010-11-12,Bendigo,tempere_froid
37441,2010-11-24,Bendigo,tempere_froid
37443,2010-11-30,Bendigo,tempere_froid
37444,2010-12-02,Bendigo,tempere_froid
37446,2010-12-06,Bendigo,tempere_froid
37452,2010-12-15,Bendigo,tempere_froid
37454,2010-12-17,Bendigo,tempere_froid
37472,2011-01-09,Bendigo,tempere_froid
37482,2011-01-25,Bendigo,tempere_froid
37490,2011-02-03,Bendigo,tempere_froid
37493,2011-02-10,Bendigo,tempere_froid
37498,2011-02-18,Bendigo,tempere_froid
37520,2011-03-23,Bendigo,tempere_froid
37528,2011-05-01,Bendigo,tempere_froid
37537,2011-05-10,Bendigo,tempere_froid
37539,2011-05-12,Bendigo,tempere_froid
37540,2011-05-13,Bendigo,tempere_froid
37557,2011-06-03,Bendigo,tempere_froid
37559,2011-06-07,Bendigo,tempere_froid
37567,2011-06-16,Bendigo,tempere_froid
37571,2011-06-20,Bendigo,tempere_froid
37573,2011-06-23,Bendigo,tempere_froid
37580,2011-07-02,Bendigo,tempere_froid
37585,2011-07-10,Bendigo,tempere_froid
37590,2011-07-16,Bendigo,tempere_froid
37597,2011-07-30,Bendigo,tempere_froid
37603,2011-08-05,Bendigo,tempere_froid
37624,2011-09-09,Bendigo,tempere_froid
37646,2011-10-06,Bendigo,tempere_froid
37660,2011-10-22,Bendigo,tempere_froid
37665,2011-10-28,Bendigo,tempere_froid
37673,2011-11-07,Bendigo,tempere_froid
37676,2011-11-13,Bendigo,tempere_froid
37679,2011-11-18,Bendigo,tempere_froid
37683,2011-11-24,Bendigo,tempere_froid
37697,2011-12-10,Bendigo,tempere_froid
37720,2012-01-07,Bendigo,tempere_froid
37739,2012-02-05,Bendigo,tempere_froid
37744,2012-02-10,Bendigo,tempere_froid
37749,2012-02-16,Bendigo,tempere_froid
37752,2012-02-20,Bendigo,tempere_froid
37757,2012-02-29,Bendigo,tempere_froid
37769,2012-03-14,Bendigo,tempere_froid
37791,2012-04-09,Bendigo,tempere_froid
37829,2012-05-24,Bendigo,tempere_froid
37842,2012-06-14,Bendigo,tempere_froid
37853,2012-07-01,Bendigo,tempere_froid
37860,2012-07-09,Bendigo,tempere_froid
37874,2012-08-04,Bendigo,tempere_froid
37875,2012-08-05,Bendigo,tempere_froid
37881,2012-08-16,Bendigo,tempere_froid
37882,2012-08-21,Bendigo,tempere_froid
37884,2012-08-24,Bendigo,tempere_froid
37885,2012-08-25,Bendigo,tempere_froid
37888,2012-08-29,Bendigo,tempere_froid
37900,2012-09-17,Bendigo,tempere_froid
37902,2012-09-19,Bendigo,tempere_froid
37911,2012-09-28,Bendigo,tempere_froid
37917,2012-10-06,Bendigo,tempere_froid
37920,2012-10-10,Bendigo,tempere_froid
37934,2012-10-26,Bendigo,tempere_froid
37938,2012-10-31,Bendigo,tempere_froid
37943,2012-11-06,Bendigo,tempere_froid
37961,2012-11-27,Bendigo,tempere_froid
38010,2013-03-20,Bendigo,tempere_froid
38015,2013-03-27,Bendigo,tempere_froid
38037,2013-04-21,Bendigo,tempere_froid
38042,2013-04-27,Bendigo,tempere_froid
38057,2013-05-12,Bendigo,tempere_froid
38061,2013-05-22,Bendigo,tempere_froid
38065,2013-05-29,Bendigo,tempere_froid
38068,2013-06-05,Bendigo,tempere_froid
38071,2013-06-11,Bendigo,tempere_froid
38087,2013-07-06,Bendigo,tempere_froid
38102,2013-08-02,Bendigo,tempere_froid
38104,2013-08-05,Bendigo,tempere_froid
38105,2013-08-11,Bendigo,tempere_froid
38108,2013-08-16,Bendigo,tempere_froid
38109,2013-08-20,Bendigo,tempere_froid
38124,2013-09-15,Bendigo,tempere_froid
38125,2013-09-18,Bendigo,tempere_froid
38126,2013-09-19,Bendigo,tempere_froid
38127,2013-09-21,Bendigo,tempere_froid
38129,2013-09-23,Bendigo,tempere_froid
38131,2013-09-25,Bendigo,tempere_froid
38132,2013-09-27,Bendigo,tempere_froid
38138,2013-10-05,Bendigo,tempere_froid
38154,2013-10-22,Bendigo,tempere_froid
38158,2013-10-27,Bendigo,tempere_froid
38171,2013-11-11,Bendigo,tempere_froid
38181,2013-11-23,Bendigo,tempere_froid
38189,2013-12-03,Bendigo,tempere_froid
38192,2013-12-09,Bendigo,tempere_froid
38202,2013-12-20,Bendigo,tempere_froid
38204,2013-12-22,Bendigo,tempere_froid
38212,2014-01-01,Bendigo,tempere_froid
38269,2014-03-11,Bendigo,tempere_froid
38281,2014-03-26,Bendigo,tempere_froid
38292,2014-04-08,Bendigo,tempere_froid
38313,2014-05-09,Bendigo,tempere_froid
38321,2014-05-26,Bendigo,tempere_froid
38322,2014-05-31,Bendigo,tempere_froid
38332,2014-06-16,Bendigo,tempere_froid
38334,2014-06-19,Bendigo,tempere_froid
38336,2014-06-21,Bendigo,tempere_froid
38337,2014-06-22,Bendigo,tempere_froid
38343,2014-07-04,Bendigo,tempere_froid
38348,2014-07-11,Bendigo,tempere_froid
38355,2014-07-23,Bendigo,tempere_froid
38379,2014-08-25,Bendigo,tempere_froid
38384,2014-09-01,Bendigo,tempere_froid
38405,2014-09-24,Bendigo,tempere_froid
38414,2014-10-06,Bendigo,tempere_froid
38422,2014-10-16,Bendigo,tempere_froid
38432,2014-10-26,Bendigo,tempere_froid
38436,2014-10-31,Bendigo,tempere_froid
38448,2014-11-15,Bendigo,tempere_froid
38453,2014-11-22,Bendigo,tempere_froid
38462,2014-12-03,Bendigo,tempere_froid
38490,2015-01-07,Bendigo,tempere_froid
38522,2015-02-13,Bendigo,tempere_froid
38523,2015-02-15,Bendigo,tempere_froid
38548,2015-03-17,Bendigo,tempere_froid
38566,2015-04-07,Bendigo,tempere_froid
38572,2015-04-13,Bendigo,tempere_froid
38579,2015-04-24,Bendigo,tempere_froid
38586,2015-05-05,Bendigo,tempere_froid
38588,2015-05-08,Bendigo,tempere_froid
38596,2015-05-18,Bendigo,tempere_froid
38610,2015-06-08,Bendigo,tempere_froid
38615,2015-06-15,Bendigo,tempere_froid
38631,2015-07-10,Bendigo,tempere_froid
38638,2015-07-21,Bendigo,tempere_froid
38639,2015-07-23,Bendigo,tempere_froid
38642,2015-08-04,Bendigo,tempere_froid
38643,2015-08-05,Bendigo,tempere_froid
38662,2015-09-02,Bendigo,tempere_froid
38665,2015-09-06,Bendigo,tempere_froid
38669,2015-09-14,Bendigo,tempere_froid
38689,2015-10-09,Bendigo,tempere_froid
38698,2015-10-20,Bendigo,tempere_froid
38710,2015-11-01,Bendigo,tempere_froid
38713,2015-11-04,Bendigo,tempere_froid
38742,2015-12-07,Bendigo,tempere_froid
38761,2016-01-03,Bendigo,tempere_froid
38774,2016-01-22,Bendigo,tempere_froid
38777,2016-01-26,Bendigo,tempere_froid
38780,2016-01-30,Bendigo,tempere_froid
38781,2016-02-02,Bendigo,tempere_froid
38818,2016-03-17,Bendigo,tempere_froid
38832,2016-04-06,Bendigo,tempere_froid
38847,2016-04-21,Bendigo,tempere_froid
38853,2016-04-28,Bendigo,tempere_froid
38855,2016-05-03,Bendigo,tempere_froid
38859,2016-05-07,Bendigo,tempere_froid
38864,2016-05-16,Bendigo,tempere_froid
38866,2016-05-19,Bendigo,tempere_froid
38870,2016-05-27,Bendigo,tempere_froid
38875,2016-06-03,Bendigo,tempere_froid
38877,2016-06-07,Bendigo,tempere_froid
38883,2016-06-19,Bendigo,tempere_froid
38884,2016-06-20,Bendigo,tempere_froid
38885,2016-06-21,Bendigo,tempere_froid
38892,2016-07-06,Bendigo,tempere_froid
38898,2016-07-21,Bendigo,tempere_froid
38908,2016-08-18,Bendigo,tempere_froid
38910,2016-08-21,Bendigo,tempere_froid
38920,2016-09-03,Bendigo,tempere_froid
38924,2016-09-08,Bendigo,tempere_froid
38927,2016-09-17,Bendigo,tempere_froid
38934,2016-09-26,Bendigo,tempere_froid
38936,2016-10-02,Bendigo,tempere_froid
38941,2016-10-11,Bendigo,tempere_froid
38946,2016-10-16,Bendigo,tempere_froid
38947,2016-10-18,Bendigo,tempere_froid
38949,2016-10-21,Bendigo,tempere_froid
38968,2016-11-11,Bendigo,tempere_froid
38975,2016-11-21,Bendigo,tempere_froid
38986,2016-12-04,Bendigo,tempere_froid
38988,2016-12-07,Bendigo,tempere_froid
39013,2017-01-09,Bendigo,tempere_froid
39016,2017-01-13,Bendigo,tempere_froid
39021,2017-01-19,Bendigo,tempere_froid
39024,2017-01-23,Bendigo,tempere_froid
39037,2017-02-05,Bendigo,tempere_froid
39048,2017-02-19,Bendigo,tempere_froid
39071,2017-03-15,Bendigo,tempere_froid
39076,2017-03-20,Bendigo,tempere_froid
39088,2017-04-08,Bendigo,tempere_froid
39096,2017-04-20,Bendigo,tempere_froid
39153,2009-01-23,Sale,tempere_froid
39161,2009-02-01,Sale,tempere_froid
39168,2009-02-11,Sale,tempere_froid
39184,2009-03-03,Sale,tempere_froid
39192,2009-03-12,Sale,tempere_froid
39213,2009-04-10,Sale,tempere_froid
39220,2009-04-19,Sale,tempere_froid
39251,2009-05-29,Sale,tempere_froid
39275,2009-07-02,Sale,tempere_froid
39276,2009-07-03,Sale,tempere_froid
39277,2009-07-04,Sale,tempere_froid
39283,2009-07-13,Sale,tempere_froid
39291,2009-07-23,Sale,tempere_froid
39294,2009-07-27,Sale,tempere_froid
39300,2009-08-04,Sale,tempere_froid
39304,2009-08-10,Sale,tempere_froid
39305,2009-08-11,Sale,tempere_froid
39310,2009-08-20,Sale,tempere_froid
39314,2009-08-28,Sale,tempere_froid
39316,2009-09-03,Sale,tempere_froid
39317,2009-09-04,Sale,tempere_froid
39319,2009-09-07,Sale,tempere_froid
39324,2009-09-17,Sale,tempere_froid
39327,2009-09-21,Sale,tempere_froid
39328,2009-09-24,Sale,tempere_froid
39336,2009-10-04,Sale,tempere_froid
39338,2009-10-06,Sale,tempere_froid
39339,2009-10-08,Sale,tempere_froid
39341,2009-10-11,Sale,tempere_froid
39342,2009-10-15,Sale,tempere_froid
39343,2009-10-16,Sale,tempere_froid
39376,2009-11-21,Sale,tempere_froid
39379,2009-11-26,Sale,tempere_froid
39380,2009-11-28,Sale,tempere_froid
39386,2009-12-07,Sale,tempere_froid
39387,2009-12-08,Sale,tempere_froid
39388,2009-12-10,Sale,tempere_froid
39393,2009-12-17,Sale,tempere_froid
39403,2009-12-31,Sale,tempere_froid
39413,2010-01-12,Sale,tempere_froid
39423,2010-01-27,Sale,tempere_froid
39429,2010-02-04,Sale,tempere_froid
39430,2010-02-06,Sale,tempere_froid
39434,2010-02-11,Sale,tempere_froid
39441,2010-02-21,Sale,tempere_froid
39445,2010-02-27,Sale,tempere_froid
39466,2010-03-28,Sale,tempere_froid
39467,2010-03-29,Sale,tempere_froid
39471,2010-04-03,Sale,tempere_froid
39474,2010-04-06,Sale,tempere_froid
39488,2010-04-23,Sale,tempere_froid
39489,2010-04-27,Sale,tempere_froid
39490,2010-04-28,Sale,tempere_froid
39496,2010-05-04,Sale,tempere_froid
39502,2010-05-13,Sale,tempere_froid
39507,2010-05-20,Sale,tempere_froid
39511,2010-05-24,Sale,tempere_froid
39515,2010-05-31,Sale,tempere_froid
39519,2010-06-05,Sale,tempere_froid
39523,2010-06-11,Sale,tempere_froid
39559,2010-07-25,Sale,tempere_froid
39588,2010-09-03,Sale,tempere_froid
39591,2010-09-08,Sale,tempere_froid
39592,2010-09-09,Sale,tempere_froid
39606,2010-09-29,Sale,tempere_froid
39617,2010-10-12,Sale,tempere_froid
39621,2010-10-22,Sale,tempere_froid
39624,2010-10-26,Sale,tempere_froid
39632,2010-11-06,Sale,tempere_froid
39647,2010-11-25,Sale,tempere_froid
39648,2010-11-27,Sale,tempere_froid
39649,2010-12-02,Sale,tempere_froid
39650,2010-12-05,Sale,tempere_froid
39651,2010-12-07,Sale,tempere_froid
39655,2010-12-15,Sale,tempere_froid
39657,2010-12-18,Sale,tempere_froid
39676,2011-01-09,Sale,tempere_froid
39677,2011-01-11,Sale,tempere_froid
39678,2011-01-16,Sale,tempere_froid
39683,2011-01-22,Sale,tempere_froid
39684,2011-01-23,Sale,tempere_froid
39685,2011-01-24,Sale,tempere_froid
39686,2011-01-25,Sale,tempere_froid
39692,2011-02-03,Sale,tempere_froid
39693,2011-02-04,Sale,tempere_froid
39697,2011-02-10,Sale,tempere_froid
39703,2011-02-17,Sale,tempere_froid
39709,2011-02-26,Sale,tempere_froid
39718,2011-03-09,Sale,tempere_froid
39731,2011-05-01,Sale,tempere_froid
39736,2011-05-08,Sale,tempere_froid
39765,2011-06-17,Sale,tempere_froid
39769,2011-06-22,Sale,tempere_froid
39777,2011-07-03,Sale,tempere_froid
39783,2011-07-17,Sale,tempere_froid
39787,2011-07-26,Sale,tempere_froid
39796,2011-08-08,Sale,tempere_froid
39800,2011-08-15,Sale,tempere_froid
39818,2011-09-08,Sale,tempere_froid
39819,2011-09-11,Sale,tempere_froid
39827,2011-09-19,Sale,tempere_froid
39829,2011-09-24,Sale,tempere_froid
39836,2011-10-09,Sale,tempere_froid
39845,2011-10-21,Sale,tempere_froid
39850,2011-10-28,Sale,tempere_froid
39853,2011-11-02,Sale,tempere_froid
39858,2011-11-07,Sale,tempere_froid
39861,2011-11-13,Sale,tempere_froid
39862,2011-11-15,Sale,tempere_froid
39864,2011-11-18,Sale,tempere_froid
39868,2011-11-25,Sale,tempere_froid
39878,2011-12-10,Sale,tempere_froid
39885,2011-12-18,Sale,tempere_froid
39889,2011-12-24,Sale,tempere_froid
39919,2012-01-29,Sale,tempere_froid
39928,2012-02-09,Sale,tempere_froid
39932,2012-02-20,Sale,tempere_froid
39940,2012-03-06,Sale,tempere_froid
39941,2012-03-08,Sale,tempere_froid
39949,2012-03-21,Sale,tempere_froid
39963,2012-04-09,Sale,tempere_froid
39970,2012-04-17,Sale,tempere_froid
39975,2012-04-23,Sale,tempere_froid
39982,2012-05-01,Sale,tempere_froid
39983,2012-05-02,Sale,tempere_froid
39991,2012-05-12,Sale,tempere_froid
40007,2012-06-02,Sale,tempere_froid
40016,2012-06-14,Sale,tempere_froid
40022,2012-06-20,Sale,tempere_froid
40025,2012-06-29,Sale,tempere_froid
40028,2012-07-03,Sale,tempere_froid
40031,2012-07-10,Sale,tempere_froid
40033,2012-07-12,Sale,tempere_froid
40034,2012-07-13,Sale,tempere_froid
40062,2012-08-17,Sale,tempere_froid
40078,2012-09-12,Sale,tempere_froid
40086,2012-09-21,Sale,tempere_froid
40097,2012-10-06,Sale,tempere_froid
40099,2012-10-09,Sale,tempere_froid
40116,2012-10-31,Sale,tempere_froid
40120,2012-11-06,Sale,tempere_froid
40128,2012-11-18,Sale,tempere_froid
40135,2012-11-26,Sale,tempere_froid
40161,2013-01-26,Sale,tempere_froid
40165,2013-01-31,Sale,tempere_froid
40180,2013-03-21,Sale,tempere_froid
40183,2013-03-27,Sale,tempere_froid
40191,2013-04-07,Sale,tempere_froid
40196,2013-04-14,Sale,tempere_froid
40199,2013-04-18,Sale,tempere_froid
40200,2013-04-22,Sale,tempere_froid
40204,2013-04-27,Sale,tempere_froid
40225,2013-05-22,Sale,tempere_froid
40233,2013-05-31,Sale,tempere_froid
40234,2013-06-03,Sale,tempere_froid
40236,2013-06-06,Sale,tempere_froid
40241,2013-06-12,Sale,tempere_froid
40246,2013-06-23,Sale,tempere_froid
40258,2013-07-13,Sale,tempere_froid
40271,2013-08-02,Sale,tempere_froid
40272,2013-08-03,Sale,tempere_froid
40273,2013-08-05,Sale,tempere_froid
40274,2013-08-07,Sale,tempere_froid
40294,2013-09-09,Sale,tempere_froid
40317,2013-10-22,Sale,tempere_froid
40319,2013-10-28,Sale,tempere_froid
40328,2013-11-08,Sale,tempere_froid
40331,2013-11-11,Sale,tempere_froid
40337,2013-11-20,Sale,tempere_froid
40338,2013-11-22,Sale,tempere_froid
40341,2013-11-28,Sale,tempere_froid
40351,2013-12-09,Sale,tempere_froid
40361,2013-12-22,Sale,tempere_froid
40370,2014-01-01,Sale,tempere_froid
40384,2014-01-19,Sale,tempere_froid
40388,2014-01-24,Sale,tempere_froid
40399,2014-02-07,Sale,tempere_froid
40408,2014-02-19,Sale,tempere_froid
40425,2014-03-15,Sale,tempere_froid
40428,2014-03-21,Sale,tempere_froid
40432,2014-03-26,Sale,tempere_froid
40434,2014-03-29,Sale,tempere_froid
40438,2014-04-02,Sale,tempere_froid
40453,2014-04-22,Sale,tempere_froid
40457,2014-04-26,Sale,tempere_froid
40469,2014-05-10,Sale,tempere_froid
40476,2014-05-19,Sale,tempere_froid
40478,2014-05-22,Sale,tempere_froid
40481,2014-05-27,Sale,tempere_froid
40485,2014-06-01,Sale,tempere_froid
40486,2014-06-02,Sale,tempere_froid
40495,2014-06-13,Sale,tempere_froid
40496,2014-06-16,Sale,tempere_froid
40508,2014-07-05,Sale,tempere_froid
40510,2014-07-11,Sale,tempere_froid
40514,2014-07-17,Sale,tempere_froid
40533,2014-08-09,Sale,tempere_froid
40534,2014-08-10,Sale,tempere_froid
40538,2014-08-17,Sale,tempere_froid
40544,2014-08-24,Sale,tempere_froid
40550,2014-09-01,Sale,tempere_froid
40556,2014-09-09,Sale,tempere_froid
40557,2014-09-11,Sale,tempere_froid
40562,2014-09-18,Sale,tempere_froid
40568,2014-09-24,Sale,tempere_froid
40569,2014-09-26,Sale,tempere_froid
40575,2014-10-06,Sale,tempere_froid
40580,2014-10-12,Sale,tempere_froid
40581,2014-10-13,Sale,tempere_froid
40583,2014-10-16,Sale,tempere_froid
40593,2014-10-26,Sale,tempere_froid
40607,2014-11-15,Sale,tempere_froid
40616,2014-11-29,Sale,tempere_froid
40617,2014-12-01,Sale,tempere_froid
40618,2014-12-03,Sale,tempere_froid
40619,2014-12-04,Sale,tempere_froid
40627,2014-12-18,Sale,tempere_froid
40631,2014-12-23,Sale,tempere_froid
40633,2014-12-25,Sale,tempere_froid
40643,2015-01-13,Sale,tempere_froid
40648,2015-01-20,Sale,tempere_froid
40654,2015-01-29,Sale,tempere_froid
40662,2015-02-13,Sale,tempere_froid
40669,2015-02-23,Sale,tempere_froid
40670,2015-02-24,Sale,tempere_froid
40673,2015-02-28,Sale,tempere_froid
40675,2015-03-04,Sale,tempere_froid
40688,2015-03-19,Sale,tempere_froid
40693,2015-03-24,Sale,tempere_froid
40694,2015-03-26,Sale,tempere_froid
40703,2015-04-06,Sale,tempere_froid
40710,2015-04-17,Sale,tempere_froid
40711,2015-04-19,Sale,tempere_froid
40712,2015-04-21,Sale,tempere_froid
40713,2015-04-25,Sale,tempere_froid
40720,2015-05-20,Sale,tempere_froid
40728,2015-05-31,Sale,tempere_froid
40731,2015-06-04,Sale,tempere_froid
40739,2015-06-15,Sale,tempere_froid
40754,2015-07-02,Sale,tempere_froid
40761,2015-07-14,Sale,tempere_froid
40764,2015-07-17,Sale,tempere_froid
40773,2015-07-30,Sale,tempere_froid
40776,2015-08-02,Sale,tempere_froid
40777,2015-08-04,Sale,tempere_froid
40793,2015-08-23,Sale,tempere_froid
40794,2015-08-24,Sale,tempere_froid
40795,2015-08-26,Sale,tempere_froid
40809,2015-09-14,Sale,tempere_froid
40814,2015-09-21,Sale,tempere_froid
40831,2015-10-11,Sale,tempere_froid
40832,2015-10-12,Sale,tempere_froid
40839,2015-10-21,Sale,tempere_froid
40848,2015-11-01,Sale,tempere_froid
