,raintomorrow,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
67376,0.0,,,,,,,,,,,,,,,,,
67377,0.0,,,,,,,,,,,,,,,,,
67378,0.0,,,,,,,,,,,,,,,,,
67379,0.0,,,,,,,,,,,,,,,,,
67380,0.0,,,,,,,,,,,,,,,,,
67381,1.0,,,,,,,,,,,,,,,,,
67382,0.0,,,,,,,,,,,,,,,,,
67383,0.0,,,,,,,,,,,,,,,,,
67385,0.0,,,,,,,,,,,,,,,,,
67386,0.0,,,,,,,,,,,,,,,,,
67387,0.0,,,,,,,,,,,,,,,,,
67388,0.0,,,,,,,,,,,,,,,,,
67389,0.0,,,,,,,,,,,,,,,,,
67390,0.0,,,,,,,,,,,,,,,,,
67391,0.0,,,,,,,,,,,,,,,,,
67392,0.0,,,,,,,,,,,,,,,,,
67393,0.0,,,,,,,,,,,,,,,,,
67394,0.0,,,,,,,,,,,,,,,,,
67395,0.0,,,,,,,,,,,,,,,,,
67396,0.0,,,,,,,,,,,,,,,,,
67398,0.0,,,,,,,,,,,,,,,,,
67399,0.0,,,,,,,,,,,,,,,,,
67400,0.0,,,,,,,,,,,,,,,,,
67401,0.0,,,,,,,,,,,,,,,,,
67402,0.0,,,,,,,,,,,,,,,,,
67407,0.0,,,,,,,,,,,,,,,,,
67408,0.0,,,,,,,,,,,,,,,,,
67409,0.0,,,,,,,,,,,,,,,,,
67410,0.0,,,,,,,,,,,,,,,,,
67411,0.0,,,,,,,,,,,,,,,,,
67414,0.0,,,,,,,,,,,,,,,,,
67415,0.0,,,,,,,,,,,,,,,,,
67416,0.0,,,,,,,,,,,,,,,,,
67417,0.0,,,,,,,,,,,,,,,,,
67418,0.0,,,,,,,,,,,,,,,,,
67419,0.0,,,,,,,,,,,,,,,,,
67420,0.0,,,,,,,,,,,,,,,,,
67423,0.0,,,,,,,,,,,,,,,,,
67424,0.0,,,,,,,,,,,,,,,,,
67425,0.0,,,,,,,,,,,,,,,,,
67426,0.0,,,,,,,,,,,,,,,,,
67427,0.0,,,,,,,,,,,,,,,,,
67428,0.0,,,,,,,,,,,,,,,,,
67429,0.0,,,,,,,,,,,,,,,,,
67430,0.0,,,,,,,,,,,,,,,,,
67431,0.0,,,,,,,,,,,,,,,,,
67432,0.0,,,,,,,,,,,,,,,,,
67433,0.0,,,,,,,,,,,,,,,,,
67434,0.0,,,,,,,,,,,,,,,,,
67435,0.0,,,,,,,,,,,,,,,,,
67436,0.0,,,,,,,,,,,,,,,,,
67437,0.0,,,,,,,,,,,,,,,,,
67438,1.0,,,,,,,,,,,,,,,,,
67439,0.0,,,,,,,,,,,,,,,,,
67440,0.0,,,,,,,,,,,,,,,,,
67442,1.0,,,,,,,,,,,,,,,,,
67443,0.0,,,,,,,,,,,,,,,,,
67444,0.0,,,,,,,,,,,,,,,,,
67447,1.0,,,,,,,,,,,,,,,,,
67449,0.0,,,,,,,,,,,,,,,,,
67450,0.0,,,,,,,,,,,,,,,,,
67451,0.0,,,,,,,,,,,,,,,,,
67452,0.0,,,,,,,,,,,,,,,,,
67453,1.0,,,,,,,,,,,,,,,,,
67458,0.0,,,,,,,,,,,,,,,,,
67459,0.0,,,,,,,,,,,,,,,,,
67460,0.0,,,,,,,,,,,,,,,,,
67461,0.0,,,,,,,,,,,,,,,,,
67462,0.0,,,,,,,,,,,,,,,,,
67465,0.0,,,,,,,,,,,,,,,,,
67466,1.0,,,,,,,,,,,,,,,,,
67468,0.0,,,,,,,,,,,,,,,,,
67469,0.0,,,,,,,,,,,,,,,,,
67470,0.0,,,,,,,,,,,,,,,,,
67471,0.0,,,,,,,,,,,,,,,,,
67472,0.0,,,,,,,,,,,,,,,,,
67473,0.0,,,,,,,,,,,,,,,,,
67475,0.0,,,,,,,,,,,,,,,,,
67478,0.0,,,,,,,,,,,,,,,,,
67479,1.0,,,,,,,,,,,,,,,,,
67481,0.0,,,,,,,,,,,,,,,,,
67482,0.0,,,,,,,,,,,,,,,,,
67483,0.0,,,,,,,,,,,,,,,,,
67484,0.0,,,,,,,,,,,,,,,,,
67485,0.0,,,,,,,,,,,,,,,,,
67486,0.0,,,,,,,,,,,,,,,,,
67487,1.0,,,,,,,,,,,,,,,,,
67489,0.0,,,,,,,,,,,,,,,,,
67490,0.0,,,,,,,,,,,,,,,,,
67491,0.0,,,,,,,,,,,,,,,,,
67492,0.0,,,,,,,,,,,,,,,,,
67493,0.0,,,,,,,,,,,,,,,,,
67494,0.0,,,,,,,,,,,,,,,,,
67495,0.0,,,,,,,,,,,,,,,,,
67496,0.0,,,,,,,,,,,,,,,,,
67500,1.0,,,,,,,,,,,,,,,,,
67502,0.0,,,,,,,,,,,,,,,,,
67503,0.0,,,,,,,,,,,,,,,,,
67504,0.0,,,,,,,,,,,,,,,,,
67505,0.0,,,,,,,,,,,,,,,,,
67506,0.0,,,,,,,,,,,,,,,,,
67507,0.0,,,,,,,,,,,,,,,,,
67508,0.0,,,,,,,,,,,,,,,,,
67509,0.0,,,,,,,,,,,,,,,,,
67510,0.0,,,,,,,,,,,,,,,,,
67511,1.0,,,,,,,,,,,,,,,,,
67513,0.0,,,,,,,,,,,,,,,,,
67514,0.0,,,,,,,,,,,,,,,,,
67515,0.0,,,,,,,,,,,,,,,,,
67516,0.0,,,,,,,,,,,,,,,,,
67517,0.0,,,,,,,,,,,,,,,,,
67518,0.0,,,,,,,,,,,,,,,,,
67519,0.0,,,,,,,,,,,,,,,,,
67520,0.0,,,,,,,,,,,,,,,,,
67521,0.0,,,,,,,,,,,,,,,,,
67522,0.0,,,,,,,,,,,,,,,,,
67523,0.0,,,,,,,,,,,,,,,,,
67524,0.0,,,,,,,,,,,,,,,,,
67527,0.0,,,,,,,,,,,,,,,,,
67530,0.0,,,,,,,,,,,,,,,,,
67531,1.0,,,,,,,,,,,,,,,,,
67532,0.0,,,,,,,,,,,,,,,,,
67533,0.0,,,,,,,,,,,,,,,,,
67534,0.0,,,,,,,,,,,,,,,,,
67535,0.0,,,,,,,,,,,,,,,,,
67536,1.0,,,,,,,,,,,,,,,,,
67538,0.0,,,,,,,,,,,,,,,,,
67539,0.0,,,,,,,,,,,,,,,,,
67540,0.0,,,,,,,,,,,,,,,,,
67541,1.0,,,,,,,,,,,,,,,,,
67542,1.0,,,,,,,,,,,,,,,,,
67546,0.0,,,,,,,,,,,,,,,,,
67548,0.0,,,,,,,,,,,,,,,,,
67549,0.0,,,,,,,,,,,,,,,,,
67550,0.0,,,,,,,,,,,,,,,,,
67551,0.0,,,,,,,,,,,,,,,,,
67552,0.0,,,,,,,,,,,,,,,,,
67553,0.0,,,,,,,,,,,,,,,,,
67555,1.0,,,,,,,,,,,,,,,,,
67556,0.0,,,,,,,,,,,,,,,,,
67557,1.0,,,,,,,,,,,,,,,,,
67558,0.0,,,,,,,,,,,,,,,,,
67559,0.0,,,,,,,,,,,,,,,,,
67560,0.0,,,,,,,,,,,,,,,,,
67562,0.0,,,,,,,,,,,,,,,,,
67563,0.0,,,,,,,,,,,,,,,,,
67566,1.0,,,,,,,,,,,,,,,,,
67568,0.0,,,,,,,,,,,,,,,,,
67569,0.0,,,,,,,,,,,,,,,,,
67570,0.0,,,,,,,,,,,,,,,,,
67571,0.0,,,,,,,,,,,,,,,,,
67572,0.0,,,,,,,,,,,,,,,,,
67573,0.0,,,,,,,,,,,,,,,,,
67574,1.0,,,,,,,,,,,,,,,,,
67576,0.0,,,,,,,,,,,,,,,,,
67577,0.0,,,,,,,,,,,,,,,,,
67578,0.0,,,,,,,,,,,,,,,,,
67579,0.0,,,,,,,,,,,,,,,,,
67580,0.0,,,,,,,,,,,,,,,,,
67581,0.0,,,,,,,,,,,,,,,,,
67583,0.0,,,,,,,,,,,,,,,,,
67586,1.0,,,,,,,,,,,,,,,,,
67588,0.0,,,,,,,,,,,,,,,,,
67590,0.0,,,,,,,,,,,,,,,,,
67591,0.0,,,,,,,,,,,,,,,,,
67592,0.0,,,,,,,,,,,,,,,,,
67593,0.0,,,,,,,,,,,,,,,,,
67594,1.0,,,,,,,,,,,,,,,,,
67596,0.0,,,,,,,,,,,,,,,,,
67597,1.0,,,,,,,,,,,,,,,,,
67599,1.0,,,,,,,,,,,,,,,,,
67603,0.0,,,,,,,,,,,,,,,,,
67605,0.0,,,,,,,,,,,,,,,,,
67606,1.0,,,,,,,,,,,,,,,,,
67608,0.0,,,,,,,,,,,,,,,,,
67609,0.0,,,,,,,,,,,,,,,,,
67613,0.0,,,,,,,,,,,,,,,,,
67614,1.0,,,,,,,,,,,,,,,,,
67617,0.0,,,,,,,,,,,,,,,,,
67622,0.0,,,,,,,,,,,,,,,,,
67623,0.0,,,,,,,,,,,,,,,,,
67626,1.0,,,,,,,,,,,,,,,,,
67627,0.0,,,,,,,,,,,,,,,,,
67630,1.0,,,,,,,,,,,,,,,,,
67633,1.0,,,,,,,,,,,,,,,,,
67635,0.0,,,,,,,,,,,,,,,,,
67639,0.0,,,,,,,,,,,,,,,,,
67640,0.0,,,,,,,,,,,,,,,,,
67641,0.0,,,,,,,,,,,,,,,,,
67642,0.0,,,,,,,,,,,,,,,,,
67643,1.0,,,,,,,,,,,,,,,,,
67647,1.0,,,,,,,,,,,,,,,,,
67649,0.0,,,,,,,,,,,,,,,,,
67650,1.0,,,,,,,,,,,,,,,,,
67655,0.0,,,,,,,,,,,,,,,,,
67657,0.0,,,,,,,,,,,,,,,,,
67658,0.0,,,,,,,,,,,,,,,,,
67659,0.0,,,,,,,,,,,,,,,,,
67660,0.0,,,,,,,,,,,,,,,,,
67661,1.0,,,,,,,,,,,,,,,,,
67663,0.0,,,,,,,,,,,,,,,,,
67664,0.0,,,,,,,,,,,,,,,,,
67665,0.0,,,,,,,,,,,,,,,,,
67666,0.0,,,,,,,,,,,,,,,,,
67667,0.0,,,,,,,,,,,,,,,,,
67673,0.0,,,,,,,,,,,,,,,,,
67674,0.0,,,,,,,,,,,,,,,,,
67675,0.0,,,,,,,,,,,,,,,,,
67677,0.0,,,,,,,,,,,,,,,,,
67678,0.0,,,,,,,,,,,,,,,,,
67679,0.0,,,,,,,,,,,,,,,,,
67680,0.0,,,,,,,,,,,,,,,,,
67682,0.0,,,,,,,,,,,,,,,,,
67683,0.0,,,,,,,,,,,,,,,,,
67684,0.0,,,,,,,,,,,,,,,,,
67685,0.0,,,,,,,,,,,,,,,,,
67686,1.0,,,,,,,,,,,,,,,,,
67689,0.0,,,,,,,,,,,,,,,,,
67691,0.0,,,,,,,,,,,,,,,,,
67692,0.0,,,,,,,,,,,,,,,,,
67693,0.0,,,,,,,,,,,,,,,,,
67696,0.0,,,,,,,,,,,,,,,,,
67697,0.0,,,,,,,,,,,,,,,,,
67698,0.0,,,,,,,,,,,,,,,,,
67700,0.0,,,,,,,,,,,,,,,,,
67701,0.0,,,,,,,,,,,,,,,,,
67702,0.0,,,,,,,,,,,,,,,,,
67703,0.0,,,,,,,,,,,,,,,,,
67704,0.0,,,,,,,,,,,,,,,,,
67705,0.0,,,,,,,,,,,,,,,,,
67708,1.0,,,,,,,,,,,,,,,,,
67711,0.0,,,,,,,,,,,,,,,,,
67712,1.0,,,,,,,,,,,,,,,,,
67718,0.0,,,,,,,,,,,,,,,,,
67719,0.0,,,,,,,,,,,,,,,,,
67721,0.0,,,,,,,,,,,,,,,,,
67722,0.0,,,,,,,,,,,,,,,,,
67723,0.0,,,,,,,,,,,,,,,,,
67724,1.0,,,,,,,,,,,,,,,,,
67729,0.0,,,,,,,,,,,,,,,,,
67730,0.0,,,,,,,,,,,,,,,,,
67731,0.0,,,,,,,,,,,,,,,,,
67732,0.0,,,,,,,,,,,,,,,,,
67736,0.0,,,,,,,,,,,,,,,,,
67737,0.0,,,,,,,,,,,,,,,,,
67738,0.0,,,,,,,,,,,,,,,,,
67739,0.0,,,,,,,,,,,,,,,,,
67740,0.0,,,,,,,,,,,,,,,,,
67743,0.0,,,,,,,,,,,,,,,,,
67744,0.0,,,,,,,,,,,,,,,,,
67745,0.0,,,,,,,,,,,,,,,,,
67746,0.0,,,,,,,,,,,,,,,,,
67747,0.0,,,,,,,,,,,,,,,,,
67751,0.0,,,,,,,,,,,,,,,,,
67752,0.0,,,,,,,,,,,,,,,,,
67753,0.0,,,,,,,,,,,,,,,,,
67754,0.0,,,,,,,,,,,,,,,,,
67755,0.0,,,,,,,,,,,,,,,,,
67756,0.0,,,,,,,,,,,,,,,,,
67758,0.0,,,,,,,,,,,,,,,,,
67759,0.0,,,,,,,,,,,,,,,,,
67761,0.0,,,,,,,,,,,,,,,,,
67762,0.0,,,,,,,,,,,,,,,,,
67763,0.0,,,,,,,,,,,,,,,,,
67764,0.0,,,,,,,,,,,,,,,,,
67765,1.0,,,,,,,,,,,,,,,,,
67768,0.0,,,,,,,,,,,,,,,,,
67769,0.0,,,,,,,,,,,,,,,,,
67771,0.0,,,,,,,,,,,,,,,,,
67772,0.0,,,,,,,,,,,,,,,,,
67773,0.0,,,,,,,,,,,,,,,,,
67774,0.0,,,,,,,,,,,,,,,,,
67775,0.0,,,,,,,,,,,,,,,,,
67776,0.0,,,,,,,,,,,,,,,,,
67777,0.0,,,,,,,,,,,,,,,,,
67778,0.0,,,,,,,,,,,,,,,,,
67780,0.0,,,,,,,,,,,,,,,,,
67781,0.0,,,,,,,,,,,,,,,,,
67782,0.0,,,,,,,,,,,,,,,,,
67783,1.0,,,,,,,,,,,,,,,,,
67785,0.0,,,,,,,,,,,,,,,,,
67787,0.0,,,,,,,,,,,,,,,,,
67789,0.0,,,,,,,,,,,,,,,,,
67790,1.0,,,,,,,,,,,,,,,,,
67792,1.0,,,,,,,,,,,,,,,,,
67794,0.0,,,,,,,,,,,,,,,,,
67795,0.0,,,,,,,,,,,,,,,,,
67796,0.0,,,,,,,,,,,,,,,,,
67797,0.0,,,,,,,,,,,,,,,,,
67802,0.0,,,,,,,,,,,,,,,,,
67803,0.0,,,,,,,,,,,,,,,,,
67804,0.0,,,,,,,,,,,,,,,,,
67806,0.0,,,,,,,,,,,,,,,,,
67807,0.0,,,,,,,,,,,,,,,,,
67808,0.0,,,,,,,,,,,,,,,,,
67809,0.0,,,,,,,,,,,,,,,,,
67810,0.0,,,,,,,,,,,,,,,,,
67811,0.0,,,,,,,,,,,,,,,,,
67812,1.0,,,,,,,,,,,,,,,,,
67817,0.0,,,,,,,,,,,,,,,,,
67818,0.0,,,,,,,,,,,,,,,,,
67820,0.0,,,,,,,,,,,,,,,,,
67821,0.0,,,,,,,,,,,,,,,,,
67822,0.0,,,,,,,,,,,,,,,,,
67823,0.0,,,,,,,,,,,,,,,,,
67825,0.0,,,,,,,,,,,,,,,,,
67826,0.0,,,,,,,,,,,,,,,,,
67827,0.0,,,,,,,,,,,,,,,,,
67828,0.0,,,,,,,,,,,,,,,,,
67829,0.0,,,,,,,,,,,,,,,,,
67830,0.0,,,,,,,,,,,,,,,,,
67831,0.0,,,,,,,,,,,,,,,,,
67832,0.0,,,,,,,,,,,,,,,,,
67833,0.0,,,,,,,,,,,,,,,,,
67835,1.0,,,,,,,,,,,,,,,,,
67837,0.0,,,,,,,,,,,,,,,,,
67838,0.0,,,,,,,,,,,,,,,,,
67839,0.0,,,,,,,,,,,,,,,,,
67840,0.0,,,,,,,,,,,,,,,,,
67841,0.0,,,,,,,,,,,,,,,,,
67842,0.0,,,,,,,,,,,,,,,,,
67843,0.0,,,,,,,,,,,,,,,,,
67844,1.0,,,,,,,,,,,,,,,,,
67846,0.0,,,,,,,,,,,,,,,,,
67847,0.0,,,,,,,,,,,,,,,,,
67848,1.0,,,,,,,,,,,,,,,,,
67850,0.0,,,,,,,,,,,,,,,,,
67851,0.0,,,,,,,,,,,,,,,,,
67852,0.0,,,,,,,,,,,,,,,,,
67853,0.0,,,,,,,,,,,,,,,,,
67854,0.0,,,,,,,,,,,,,,,,,
67855,0.0,,,,,,,,,,,,,,,,,
67856,0.0,,,,,,,,,,,,,,,,,
67857,0.0,,,,,,,,,,,,,,,,,
67859,0.0,,,,,,,,,,,,,,,,,
67860,0.0,,,,,,,,,,,,,,,,,
67861,1.0,,,,,,,,,,,,,,,,,
67863,0.0,,,,,,,,,,,,,,,,,
67864,0.0,,,,,,,,,,,,,,,,,
67865,0.0,,,,,,,,,,,,,,,,,
67866,1.0,,,,,,,,,,,,,,,,,
67868,0.0,,,,,,,,,,,,,,,,,
67869,0.0,,,,,,,,,,,,,,,,,
67870,0.0,,,,,,,,,,,,,,,,,
67871,0.0,,,,,,,,,,,,,,,,,
67875,1.0,,,,,,,,,,,,,,,,,
67877,0.0,,,,,,,,,,,,,,,,,
67878,1.0,,,,,,,,,,,,,,,,,
67880,0.0,,,,,,,,,,,,,,,,,
67881,0.0,,,,,,,,,,,,,,,,,
67882,0.0,,,,,,,,,,,,,,,,,
67883,0.0,,,,,,,,,,,,,,,,,
67884,0.0,,,,,,,,,,,,,,,,,
67885,0.0,,,,,,,,,,,,,,,,,
67886,0.0,,,,,,,,,,,,,,,,,
67887,0.0,,,,,,,,,,,,,,,,,
67888,0.0,,,,,,,,,,,,,,,,,
67889,0.0,,,,,,,,,,,,,,,,,
67890,0.0,,,,,,,,,,,,,,,,,
67891,0.0,,,,,,,,,,,,,,,,,
67892,1.0,,,,,,,,,,,,,,,,,
67895,0.0,,,,,,,,,,,,,,,,,
67896,1.0,,,,,,,,,,,,,,,,,
67898,0.0,,,,,,,,,,,,,,,,,
67899,0.0,,,,,,,,,,,,,,,,,
67900,0.0,,,,,,,,,,,,,,,,,
67901,0.0,,,,,,,,,,,,,,,,,
67902,0.0,,,,,,,,,,,,,,,,,
67904,1.0,,,,,,,,,,,,,,,,,
67907,1.0,,,,,,,,,,,,,,,,,
67910,1.0,,,,,,,,,,,,,,,,,
67912,0.0,,,,,,,,,,,,,,,,,
67913,0.0,,,,,,,,,,,,,,,,,
67914,0.0,,,,,,,,,,,,,,,,,
67919,1.0,,,,,,,,,,,,,,,,,
67922,0.0,,,,,,,,,,,,,,,,,
67923,0.0,,,,,,,,,,,,,,,,,
67929,0.0,,,,,,,,,,,,,,,,,
67930,0.0,,,,,,,,,,,,,,,,,
67931,1.0,,,,,,,,,,,,,,,,,
67933,0.0,,,,,,,,,,,,,,,,,
67935,0.0,,,,,,,,,,,,,,,,,
67936,0.0,,,,,,,,,,,,,,,,,
67938,0.0,,,,,,,,,,,,,,,,,
67940,0.0,,,,,,,,,,,,,,,,,
67941,0.0,,,,,,,,,,,,,,,,,
67942,1.0,,,,,,,,,,,,,,,,,
67943,1.0,,,,,,,,,,,,,,,,,
67945,0.0,,,,,,,,,,,,,,,,,
67946,0.0,,,,,,,,,,,,,,,,,
67949,1.0,,,,,,,,,,,,,,,,,
67951,1.0,,,,,,,,,,,,,,,,,
67952,0.0,,,,,,,,,,,,,,,,,
67953,0.0,,,,,,,,,,,,,,,,,
67954,0.0,,,,,,,,,,,,,,,,,
67956,0.0,,,,,,,,,,,,,,,,,
67957,1.0,,,,,,,,,,,,,,,,,
67959,0.0,,,,,,,,,,,,,,,,,
67960,1.0,,,,,,,,,,,,,,,,,
67964,1.0,,,,,,,,,,,,,,,,,
67967,0.0,,,,,,,,,,,,,,,,,
67969,1.0,,,,,,,,,,,,,,,,,
67970,1.0,,,,,,,,,,,,,,,,,
67975,1.0,,,,,,,,,,,,,,,,,
67977,0.0,,,,,,,,,,,,,,,,,
67979,0.0,,,,,,,,,,,,,,,,,
67980,0.0,,,,,,,,,,,,,,,,,
67981,0.0,,,,,,,,,,,,,,,,,
67982,0.0,,,,,,,,,,,,,,,,,
67983,1.0,,,,,,,,,,,,,,,,,
67986,0.0,,,,,,,,,,,,,,,,,
67987,0.0,,,,,,,,,,,,,,,,,
67988,0.0,,,,,,,,,,,,,,,,,
67989,0.0,,,,,,,,,,,,,,,,,
67990,0.0,,,,,,,,,,,,,,,,,
67994,1.0,,,,,,,,,,,,,,,,,
67997,1.0,,,,,,,,,,,,,,,,,
67999,0.0,,,,,,,,,,,,,,,,,
68002,0.0,,,,,,,,,,,,,,,,,
68003,0.0,,,,,,,,,,,,,,,,,
68004,0.0,,,,,,,,,,,,,,,,,
68005,0.0,,,,,,,,,,,,,,,,,
68006,1.0,,,,,,,,,,,,,,,,,
68007,0.0,,,,,,,,,,,,,,,,,
68008,0.0,,,,,,,,,,,,,,,,,
68009,1.0,,,,,,,,,,,,,,,,,
68011,0.0,,,,,,,,,,,,,,,,,
68012,0.0,,,,,,,,,,,,,,,,,
68013,0.0,,,,,,,,,,,,,,,,,
68014,0.0,,,,,,,,,,,,,,,,,
68015,0.0,,,,,,,,,,,,,,,,,
68016,0.0,,,,,,,,,,,,,,,,,
68017,0.0,,,,,,,,,,,,,,,,,
68018,1.0,,,,,,,,,,,,,,,,,
68020,0.0,,,,,,,,,,,,,,,,,
68021,0.0,,,,,,,,,,,,,,,,,
68022,0.0,,,,,,,,,,,,,,,,,
68023,0.0,,,,,,,,,,,,,,,,,
68024,0.0,,,,,,,,,,,,,,,,,
68026,0.0,,,,,,,,,,,,,,,,,
68029,0.0,,,,,,,,,,,,,,,,,
68030,0.0,,,,,,,,,,,,,,,,,
68031,0.0,,,,,,,,,,,,,,,,,
68032,0.0,,,,,,,,,,,,,,,,,
68038,0.0,,,,,,,,,,,,,,,,,
68039,1.0,,,,,,,,,,,,,,,,,
68040,0.0,,,,,,,,,,,,,,,,,
68041,0.0,,,,,,,,,,,,,,,,,
68042,0.0,,,,,,,,,,,,,,,,,
68043,1.0,,,,,,,,,,,,,,,,,
68045,0.0,,,,,,,,,,,,,,,,,
68046,0.0,,,,,,,,,,,,,,,,,
68047,1.0,,,,,,,,,,,,,,,,,
68049,0.0,,,,,,,,,,,,,,,,,
68054,1.0,,,,,,,,,,,,,,,,,
68057,0.0,,,,,,,,,,,,,,,,,
68058,0.0,,,,,,,,,,,,,,,,,
68060,0.0,,,,,,,,,,,,,,,,,
68061,0.0,,,,,,,,,,,,,,,,,
68062,0.0,,,,,,,,,,,,,,,,,
68063,0.0,,,,,,,,,,,,,,,,,
68067,0.0,,,,,,,,,,,,,,,,,
68068,0.0,,,,,,,,,,,,,,,,,
68069,0.0,,,,,,,,,,,,,,,,,
68070,1.0,,,,,,,,,,,,,,,,,
68072,0.0,,,,,,,,,,,,,,,,,
68073,0.0,,,,,,,,,,,,,,,,,
68074,0.0,,,,,,,,,,,,,,,,,
68076,1.0,,,,,,,,,,,,,,,,,
68078,1.0,,,,,,,,,,,,,,,,,
68081,0.0,,,,,,,,,,,,,,,,,
68082,0.0,,,,,,,,,,,,,,,,,
68083,1.0,,,,,,,,,,,,,,,,,
68087,0.0,,,,,,,,,,,,,,,,,
68088,1.0,,,,,,,,,,,,,,,,,
68093,0.0,,,,,,,,,,,,,,,,,
68094,1.0,,,,,,,,,,,,,,,,,
68096,0.0,,,,,,,,,,,,,,,,,
68098,0.0,,,,,,,,,,,,,,,,,
68099,1.0,,,,,,,,,,,,,,,,,
68103,1.0,,,,,,,,,,,,,,,,,
68104,0.0,,,,,,,,,,,,,,,,,
68105,0.0,,,,,,,,,,,,,,,,,
68106,0.0,,,,,,,,,,,,,,,,,
68107,0.0,,,,,,,,,,,,,,,,,
68108,0.0,,,,,,,,,,,,,,,,,
68109,0.0,,,,,,,,,,,,,,,,,
68110,0.0,,,,,,,,,,,,,,,,,
68111,0.0,,,,,,,,,,,,,,,,,
68112,0.0,,,,,,,,,,,,,,,,,
68115,0.0,,,,,,,,,,,,,,,,,
68116,0.0,,,,,,,,,,,,,,,,,
68117,0.0,,,,,,,,,,,,,,,,,
68118,0.0,,,,,,,,,,,,,,,,,
68119,0.0,,,,,,,,,,,,,,,,,
68122,0.0,,,,,,,,,,,,,,,,,
68123,1.0,,,,,,,,,,,,,,,,,
68129,0.0,,,,,,,,,,,,,,,,,
68130,0.0,,,,,,,,,,,,,,,,,
68131,0.0,,,,,,,,,,,,,,,,,
68132,0.0,,,,,,,,,,,,,,,,,
68133,0.0,,,,,,,,,,,,,,,,,
68134,0.0,,,,,,,,,,,,,,,,,
68135,0.0,,,,,,,,,,,,,,,,,
68136,1.0,,,,,,,,,,,,,,,,,
68138,1.0,,,,,,,,,,,,,,,,,
68140,0.0,,,,,,,,,,,,,,,,,
68141,0.0,,,,,,,,,,,,,,,,,
68142,0.0,,,,,,,,,,,,,,,,,
68144,0.0,,,,,,,,,,,,,,,,,
68145,0.0,,,,,,,,,,,,,,,,,
68146,0.0,,,,,,,,,,,,,,,,,
68147,1.0,,,,,,,,,,,,,,,,,
68153,0.0,,,,,,,,,,,,,,,,,
68154,1.0,,,,,,,,,,,,,,,,,
68159,0.0,,,,,,,,,,,,,,,,,
68160,1.0,,,,,,,,,,,,,,,,,
68166,0.0,,,,,,,,,,,,,,,,,
68171,0.0,,,,,,,,,,,,,,,,,
68172,0.0,,,,,,,,,,,,,,,,,
68173,0.0,,,,,,,,,,,,,,,,,
68174,0.0,,,,,,,,,,,,,,,,,
68175,0.0,,,,,,,,,,,,,,,,,
68176,0.0,,,,,,,,,,,,,,,,,
68177,0.0,,,,,,,,,,,,,,,,,
68178,0.0,,,,,,,,,,,,,,,,,
68181,1.0,,,,,,,,,,,,,,,,,
68183,0.0,,,,,,,,,,,,,,,,,
68184,0.0,,,,,,,,,,,,,,,,,
68185,1.0,,,,,,,,,,,,,,,,,
68187,0.0,,,,,,,,,,,,,,,,,
68188,0.0,,,,,,,,,,,,,,,,,
68189,0.0,,,,,,,,,,,,,,,,,
68190,0.0,,,,,,,,,,,,,,,,,
68191,1.0,,,,,,,,,,,,,,,,,
68192,0.0,,,,,,,,,,,,,,,,,
68193,0.0,,,,,,,,,,,,,,,,,
68194,0.0,,,,,,,,,,,,,,,,,
68195,0.0,,,,,,,,,,,,,,,,,
68196,1.0,,,,,,,,,,,,,,,,,
68198,0.0,,,,,,,,,,,,,,,,,
68199,0.0,,,,,,,,,,,,,,,,,
68200,0.0,,,,,,,,,,,,,,,,,
68201,0.0,,,,,,,,,,,,,,,,,
68202,0.0,,,,,,,,,,,,,,,,,
68203,0.0,,,,,,,,,,,,,,,,,
68204,1.0,,,,,,,,,,,,,,,,,
68206,0.0,,,,,,,,,,,,,,,,,
68207,0.0,,,,,,,,,,,,,,,,,
68208,0.0,,,,,,,,,,,,,,,,,
68209,0.0,,,,,,,,,,,,,,,,,
68210,0.0,,,,,,,,,,,,,,,,,
68211,1.0,,,,,,,,,,,,,,,,,
68213,1.0,,,,,,,,,,,,,,,,,
68218,0.0,,,,,,,,,,,,,,,,,
68219,0.0,,,,,,,,,,,,,,,,,
68220,0.0,,,,,,,,,,,,,,,,,
68221,0.0,,,,,,,,,,,,,,,,,
68223,0.0,,,,,,,,,,,,,,,,,
68225,1.0,,,,,,,,,,,,,,,,,
68227,1.0,,,,,,,,,,,,,,,,,
68228,0.0,,,,,,,,,,,,,,,,,
68229,1.0,,,,,,,,,,,,,,,,,
68230,0.0,,,,,,,,,,,,,,,,,
68233,0.0,,,,,,,,,,,,,,,,,
68234,0.0,,,,,,,,,,,,,,,,,
68235,0.0,,,,,,,,,,,,,,,,,
68236,0.0,,,,,,,,,,,,,,,,,
68241,1.0,,,,,,,,,,,,,,,,,
68248,0.0,,,,,,,,,,,,,,,,,
68249,0.0,,,,,,,,,,,,,,,,,
68250,1.0,,,,,,,,,,,,,,,,,
68257,0.0,,,,,,,,,,,,,,,,,
68258,0.0,,,,,,,,,,,,,,,,,
68259,0.0,,,,,,,,,,,,,,,,,
68261,0.0,,,,,,,,,,,,,,,,,
68262,0.0,,,,,,,,,,,,,,,,,
68264,0.0,,,,,,,,,,,,,,,,,
68265,0.0,,,,,,,,,,,,,,,,,
68266,0.0,,,,,,,,,,,,,,,,,
68270,1.0,,,,,,,,,,,,,,,,,
